beam_id,epd_id_raw,ID,Display Name,Listed,Do Not List,Industry Avg,BEAM Avg,EPD Expiry,Footnote,Material,Manufacturer,Product Brand Name,Specifications,Notes,Countries of Manufacture,Markets of Applicability,Data added or modified,Stated EPD kgCO2e / unit,GWP units kgCO2e per,GWP kgCO2e/(common unit),Common Unit: kgCO2e / _,Metric Units,Imperial Units,GWP-bio from EPD,Biogenic carbon factor,% Carbon content (kgC/kg),Biogenic Storage,(common-unit repeat),WWF Storage Factor,Carbon content kgC/unit,(units kgC repeat),Biogenic CO2 full C value,Storage % Reduction,Density,Density Units,Addn'l factors,Addn'l factor units,R-value / inch,"k, Thermal Conductivity",Moisture content %,Mass (kg),Length (m),Width (m),Depth (m),Unit Volume (m3),Units/m2,Material Type,Material Subtype,Product Type,Product Subtype,(classification code — excluded §9),EPD ID,EPD Type,EPD Owner,EPD/LCA Prepared by,EPD Program / Operator,Internal/External Validation,EPD Verifying Agent,EPD Standards,EPD PCR Guidelines,LCA Method,EPD LCA Software,EPD LCI Database,Product Service Life (Years),Source document URL
9d6057,075/2018,,,,,,,,,,Selena FM S.A.,,,,,,,847,1 ton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,External,"the independent body according to ISO 14025. Basically, a comparison or evaluation of EPD data is possible only if all","ISO 14025, ISO 21930, EN 15804",,,,Ecoinvent,10,
541b20,11345278.101.1,,,,,,,,,,The American Galvanizers Association,,,,,,,1.48,The declared unit for this EPD is one metric ton of galvanized structural steel product. Note that comparison of EPD,,,,,,,,,,,,,,,7800,kg/m3,,,,,,,,,,,,Steel,,,,,11345278.101.1,,,thinkstep,UL Environment,,,"ISO 14025, ISO 21930:2007, ISO 14040","North American PCR for Designated Steel Construction Products, SCS, v1.0, 2015",TRACI 2.1,GaBi 2016,,,
CMU007,176277033092021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ISO 14025, EN 15804+A1",,,,Ecoinvent V3.5,,
www118,200,,,,,,,2026-04-11,,,Arcadia Inc.,,,,,,,131.07,is one square meter (1 m ) of a window. A functional unit is not reported since the,,,,,,,,,,,,,,,2800,kg/m3,,,,,,,,,,,,Aluminum,,,,,200,,,"Four Elements Consulting, LLC",ASTM International,External,,"ISO 14025, ISO 21930, EN 15804, ISO 14040",Earthsure Cradle to Gate Window Product Category Rule,,was used to model the window. Data came from sources appropriate for,EcoInvent,,
bbb000,2021M20141,,,,,,,2026-07-22,,,,,,,,worlwide according to sales market conditions.,,0.0082325,1 m2,,,,,0.006814900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021M20141,,ROTHO BLAAS SRL,thinkstep,IBU,External,ICMQ SpA. via De Castillia. 10 20124 Milano,"ISO 14025, EN 15804:2012, ISO 14040",Requirements on the EPD for Ceramic tiles and panels.,,GaBi,GaBi professional,50,
bbb001,2021M20141,,,,,,,2026-07-22,,,,,,,,worlwide according to sales market conditions.,,0.0082325,1 m2,,,,,0.006814900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021M20141,,ROTHO BLAAS SRL,thinkstep,IBU,External,ICMQ SpA. via De Castillia. 10 20124 Milano,"ISO 14025, EN 15804:2012, ISO 14040",Requirements on the EPD for Ceramic tiles and panels.,,GaBi,GaBi professional,50,
bbb002,2021M20141,,,,,,,2026-07-22,,,,,,,,worlwide according to sales market conditions.,,0.0082325,1 m2,,,,,0.006814900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021M20141,,ROTHO BLAAS SRL,thinkstep,IBU,External,ICMQ SpA. via De Castillia. 10 20124 Milano,"ISO 14025, EN 15804:2012, ISO 14040",Requirements on the EPD for Ceramic tiles and panels.,,GaBi,GaBi professional,50,
bbb003,2021M20141,,,,,,,2026-07-22,,,,,,,,worlwide according to sales market conditions.,,0.0082325,1 m2,,,,,0.006814900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021M20141,,ROTHO BLAAS SRL,thinkstep,IBU,External,ICMQ SpA. via De Castillia. 10 20124 Milano,"ISO 14025, EN 15804:2012, ISO 14040",Requirements on the EPD for Ceramic tiles and panels.,,GaBi,GaBi professional,50,
bbb004,2021M20141,,,,,,,2026-07-22,,,,,,,,worlwide according to sales market conditions.,,0.0082325,1 m2,,,,,0.006814900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021M20141,,ROTHO BLAAS SRL,thinkstep,IBU,External,ICMQ SpA. via De Castillia. 10 20124 Milano,"ISO 14025, EN 15804:2012, ISO 14040",Requirements on the EPD for Ceramic tiles and panels.,,GaBi,GaBi professional,50,
bbb005,2021M20141,,,,,,,2026-07-22,,,,,,,,worlwide according to sales market conditions.,,0.0082325,1 m2,,,,,0.006814900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021M20141,,ROTHO BLAAS SRL,thinkstep,IBU,External,ICMQ SpA. via De Castillia. 10 20124 Milano,"ISO 14025, EN 15804:2012, ISO 14040",Requirements on the EPD for Ceramic tiles and panels.,,GaBi,GaBi professional,50,
bbb006,2021M20141,,,,,,,2026-07-22,,,,,,,,worlwide according to sales market conditions.,,0.0082325,1 m2,,,,,0.006814900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021M20141,,ROTHO BLAAS SRL,thinkstep,IBU,External,ICMQ SpA. via De Castillia. 10 20124 Milano,"ISO 14025, EN 15804:2012, ISO 14040",Requirements on the EPD for Ceramic tiles and panels.,,GaBi,GaBi professional,50,
bbb029,2021M20141,,,,,,,2026-07-22,,,,,,,,worlwide according to sales market conditions.,,0.0082325,1 m2,,,,,0.006814900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021M20141,,ROTHO BLAAS SRL,thinkstep,IBU,External,ICMQ SpA. via De Castillia. 10 20124 Milano,"ISO 14025, EN 15804:2012, ISO 14040",Requirements on the EPD for Ceramic tiles and panels.,,GaBi,GaBi professional,50,
bbb030,2021M20141,,,,,,,2026-07-22,,,,,,,,worlwide according to sales market conditions.,,0.0082325,1 m2,,,,,0.006814900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021M20141,,ROTHO BLAAS SRL,thinkstep,IBU,External,ICMQ SpA. via De Castillia. 10 20124 Milano,"ISO 14025, EN 15804:2012, ISO 14040",Requirements on the EPD for Ceramic tiles and panels.,,GaBi,GaBi professional,50,
CMU006,20220329507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ISO 14025, EN 15804+A1",,,,Ecoinvent V3.5,,
CAR005,4029-8012,,,,,,,2024-03-27,,,Venture Carpets Inc.,,,,,LCA Software LCI Databases LCIA Methodology,,,Year of Reported,,,,,,,,,,,,,,,23,kg/m3,,,,,,,,,,,,Fiberglass,,,,,4029-8012,Product-specific,,Vertima Inc.,CSA Group,External,Lindita Bushi from the Athena Sustainable,"ISO 14025, ISO 21930:2017, ISO 14040","Flooring EPD Requirements,” 2018",North America Open LCA v.2.03 Ecoinvent 3.9.1 and US TRACI 2.1 and CED,LCI Databases LCIA Methodology,"of product EPD.[6], [7] Datasets were selected based on their",15,
CAR006,4029-8012,,,,,,,2024-03-27,,,Venture Carpets Inc.,,,,,LCA Software LCI Databases LCIA Methodology,,,Year of Reported,,,,,,,,,,,,,,,23,kg/m3,,,,,,,,,,,,Fiberglass,,,,,4029-8012,Product-specific,,Vertima Inc.,CSA Group,External,Lindita Bushi from the Athena Sustainable,"ISO 14025, ISO 21930:2017, ISO 14040","Flooring EPD Requirements,” 2018",North America Open LCA v.2.03 Ecoinvent 3.9.1 and US TRACI 2.1 and CED,LCI Databases LCIA Methodology,"of product EPD.[6], [7] Datasets were selected based on their",15,
CAR007,4029-8012,,,,,,,2024-03-27,,,Venture Carpets Inc.,,,,,LCA Software LCI Databases LCIA Methodology,,,Year of Reported,,,,,,,,,,,,,,,23,kg/m3,,,,,,,,,,,,Fiberglass,,,,,4029-8012,Product-specific,,Vertima Inc.,CSA Group,External,Lindita Bushi from the Athena Sustainable,"ISO 14025, ISO 21930:2017, ISO 14040","Flooring EPD Requirements,” 2018",North America Open LCA v.2.03 Ecoinvent 3.9.1 and US TRACI 2.1 and CED,LCI Databases LCIA Methodology,"of product EPD.[6], [7] Datasets were selected based on their",15,
CAR008,4029-8012,,,,,,,2024-03-27,,,Venture Carpets Inc.,,,,,LCA Software LCI Databases LCIA Methodology,,,Year of Reported,,,,,,,,,,,,,,,23,kg/m3,,,,,,,,,,,,Fiberglass,,,,,4029-8012,Product-specific,,Vertima Inc.,CSA Group,External,Lindita Bushi from the Athena Sustainable,"ISO 14025, ISO 21930:2017, ISO 14040","Flooring EPD Requirements,” 2018",North America Open LCA v.2.03 Ecoinvent 3.9.1 and US TRACI 2.1 and CED,LCI Databases LCIA Methodology,"of product EPD.[6], [7] Datasets were selected based on their",15,
MPS002,4078-8004,,,,,,,2022-08-15,,,Canadian Sheet Steel Building Institute,,,,,CAN,,,1 metric ton,,,,,,,,,,,,,,,7800,kg/m3,,,,,,,,,,,,Steel,,,,,4078-8004,Industry Average,,,CSA Group,External,,"ISO 14025, ISO 21930:2017, CAN/CSA-ISO 14025",Designated Steel Construction Product EPD Requirements,& version number TRACI 2.1,& version number Gabi 10.6,Ecoinvent 3.6,,
676103,4786842353.103.1,,,,,,,,,,Single Ply Roofing Industry,,,,,for this study is based on US system boundaries,,,evaluated is 1 m of single ply roofing membrane for a stated product thickness. As the use stage is,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4786842353.103.1,,,thinkstep,ASTM International,,,"ISO 14025, ISO 21930:2007, EN 15804",PCR for Single Ply Roofing Membranes. ASTM International.,,GaBi,provides the life cycle inventory data for several of the raw and process materials,,
PLY004,4786969381.102.1,,,,,,,,,,Roseburg Forest Products,,,,,,,1.5,is 1 m of SWPW with a,,,,,,,,,,,,,,,500,kg/m3,,,,,,,,,,,,Plywood,,,,,4786969381.102.1,,,thinkstep,UL Environment,,,"ISO 14025, ISO 21930:2007, EN 15804","Declaration for North American Structural and Architectural Wood Products, Version 2",,GaBi 2017,and are the best,,
PLY005,4786969381.102.1,,,,,,,,,,Roseburg Forest Products,,,,,,,1.5,is 1 m of SWPW with a,,,,,,,,,,,,,,,500,kg/m3,,,,,,,,,,,,Plywood,,,,,4786969381.102.1,,,thinkstep,UL Environment,,,"ISO 14025, ISO 21930:2007, EN 15804","Declaration for North American Structural and Architectural Wood Products, Version 2",,GaBi 2017,and are the best,,
237e64,4787168709.104.1,,,,,,,,,,Asphalt Roofing Manufacturers Association,,,,,of the study.,,2.1,10.8 ft,,,,,,,,,,,,,,,23,kg/m3,,,,,,,,,,,,Fiberglass,,,,,4787168709.104.1,,,thinkstep,ASTM International,,,"ISO 14025, ISO 21930:2007","ASTM: Asphalt shingles, built-up and modified bituminous membrane roofing. 2014",,GaBi,,,
b8e3dc,4787352797.110.1,,,,,,,,,,USG,,,,,,,650,"The declared unit for this LCA study is 1,000 square feet of glass-mat gypsum board ready for shipment.",,,,,,,,,,,,,,,900,kg/m3,,,,,,,,,0.0159,,,Gypsum,,,,,4787352797.110.1,,,Industrial Ecology Consultants,ASTM International,,,"ISO 14025, ISO21930:2007, EN 15804, ISO 14040",ASTM Interrnational North American Glass Mat Gypsum Panels v1. Aug 2016,,GaBi,,60,
LVT005,4787521006.133.1,,,,,,,,,,"Interface, Inc.",,,,,,,,Name Value Unit,,,,,,,,,,,,,,,1700,kg/m3,,,,,,,,,0.003,,,Luxury vinyl tile,,,,,4787521006.133.1,,,Industrial Ecology Consultants,IBU,,,"ISO 14025, EN 15804, ISO 14040","Requirements on the EPD for Floor coverings (IBU, V1.6,",,GaBi,,15,
68328c,4788424634.101.1,,,,,,,,,,Canadian Wood Council,,,,,"CAN, USA",,5.220000000000001,of the underlying LCA study was “the production of one cubic meter (1 m ) of oriented strand board,,,,,,,,,,,,,,,500,kg/m3,,,,,,,,,,,,Plywood,,,,,4788424634.101.1,Industry Average,,PRé Consultants,UL Environment,,,"ISO 14025:2006, ISO 21930:2017, EN 15804, ISO 14040/44","Structural and Architectural Wood Products EPD Requirements, v1.0",& VERSION NUMBER TRACI v2.1 [5],& VERSION NUMBER Simapro v8.5 [14],https://www.worldsteel.org/steel-by-topic/life-cycle-thinking/lca-lciform.html,,
69ac20,4788424634.101.1,,,,,,,,,,Canadian Wood Council,,,,,"CAN, USA",,5.220000000000001,of the underlying LCA study was “the production of one cubic meter (1 m ) of oriented strand board,,,,,,,,,,,,,,,500,kg/m3,,,,,,,,,,,,Plywood,,,,,4788424634.101.1,Industry Average,,PRé Consultants,UL Environment,,,"ISO 14025:2006, ISO 21930:2017, EN 15804, ISO 14040/44","Structural and Architectural Wood Products EPD Requirements, v1.0",& VERSION NUMBER TRACI v2.1 [5],& VERSION NUMBER Simapro v8.5 [14],https://www.worldsteel.org/steel-by-topic/life-cycle-thinking/lca-lciform.html,,
d14a8f,4788424634.101.1,,,,,,,,,,Canadian Wood Council,,,,,"CAN, USA",,5.220000000000001,of the underlying LCA study was “the production of one cubic meter (1 m ) of oriented strand board,,,,,,,,,,,,,,,500,kg/m3,,,,,,,,,,,,Plywood,,,,,4788424634.101.1,Industry Average,,PRé Consultants,UL Environment,,,"ISO 14025:2006, ISO 21930:2017, EN 15804, ISO 14040/44","Structural and Architectural Wood Products EPD Requirements, v1.0",& VERSION NUMBER TRACI v2.1 [5],& VERSION NUMBER Simapro v8.5 [14],https://www.worldsteel.org/steel-by-topic/life-cycle-thinking/lca-lciform.html,,
edcc0d,4788424634.101.1,,,,,,,,,,Canadian Wood Council,,,,,"CAN, USA",,5.220000000000001,of the underlying LCA study was “the production of one cubic meter (1 m ) of oriented strand board,,,,,,,,,,,,,,,500,kg/m3,,,,,,,,,,,,Plywood,,,,,4788424634.101.1,Industry Average,,PRé Consultants,UL Environment,,,"ISO 14025:2006, ISO 21930:2017, EN 15804, ISO 14040/44","Structural and Architectural Wood Products EPD Requirements, v1.0",& VERSION NUMBER TRACI v2.1 [5],& VERSION NUMBER Simapro v8.5 [14],https://www.worldsteel.org/steel-by-topic/life-cycle-thinking/lca-lciform.html,,
f0c8ce,4788424634.101.1,,,,,,,,,,Canadian Wood Council,,,,,"CAN, USA",,5.220000000000001,of the underlying LCA study was “the production of one cubic meter (1 m ) of oriented strand board,,,,,,,,,,,,,,,500,kg/m3,,,,,,,,,,,,Plywood,,,,,4788424634.101.1,Industry Average,,PRé Consultants,UL Environment,,,"ISO 14025:2006, ISO 21930:2017, EN 15804, ISO 14040/44","Structural and Architectural Wood Products EPD Requirements, v1.0",& VERSION NUMBER TRACI v2.1 [5],& VERSION NUMBER Simapro v8.5 [14],https://www.worldsteel.org/steel-by-topic/life-cycle-thinking/lca-lciform.html,,
12dc8t,4788424634.102.1,,,,,,,,,,Canadian Wood Council,,,,,"CAN, USA",,5.220000000000001,of the underlying LCA study was “the production of one cubic meter (1 m ) of softwood lumber,,,,,,,,,,,,,,,500,kg/m3,,,,,,,,,,,,Framing,,,,,4788424634.102.1,Industry Average,,PRé Consultants,UL Environment,,,"ISO 14025:2006, ISO 21930:2017, EN 15804, ISO 14040/44","Structural and Architectural Wood Products EPD Requirements, v1.0",& VERSION NUMBER TRACI v2.1 [3],& VERSION NUMBER Simapro v8.5 [15],https://www.worldsteel.org/steel-by-topic/life-cycle-thinking/lca-lciform.html,,
1k46tl,4788424634.102.1,,,,,,,,,,Canadian Wood Council,,,,,"CAN, USA",,5.220000000000001,of the underlying LCA study was “the production of one cubic meter (1 m ) of softwood lumber,,,,,,,,,,,,,,,500,kg/m3,,,,,,,,,,,,Framing,,,,,4788424634.102.1,Industry Average,,PRé Consultants,UL Environment,,,"ISO 14025:2006, ISO 21930:2017, EN 15804, ISO 14040/44","Structural and Architectural Wood Products EPD Requirements, v1.0",& VERSION NUMBER TRACI v2.1 [3],& VERSION NUMBER Simapro v8.5 [15],https://www.worldsteel.org/steel-by-topic/life-cycle-thinking/lca-lciform.html,,
2m3nf4,4788424634.102.1,,,,,,,,,,Canadian Wood Council,,,,,"CAN, USA",,5.220000000000001,of the underlying LCA study was “the production of one cubic meter (1 m ) of softwood lumber,,,,,,,,,,,,,,,500,kg/m3,,,,,,,,,,,,Framing,,,,,4788424634.102.1,Industry Average,,PRé Consultants,UL Environment,,,"ISO 14025:2006, ISO 21930:2017, EN 15804, ISO 14040/44","Structural and Architectural Wood Products EPD Requirements, v1.0",& VERSION NUMBER TRACI v2.1 [3],& VERSION NUMBER Simapro v8.5 [15],https://www.worldsteel.org/steel-by-topic/life-cycle-thinking/lca-lciform.html,,
4f140x,4788424634.102.1,,,,,,,,,,Canadian Wood Council,,,,,"CAN, USA",,5.220000000000001,of the underlying LCA study was “the production of one cubic meter (1 m ) of softwood lumber,,,,,,,,,,,,,,,500,kg/m3,,,,,,,,,,,,Framing,,,,,4788424634.102.1,Industry Average,,PRé Consultants,UL Environment,,,"ISO 14025:2006, ISO 21930:2017, EN 15804, ISO 14040/44","Structural and Architectural Wood Products EPD Requirements, v1.0",& VERSION NUMBER TRACI v2.1 [3],& VERSION NUMBER Simapro v8.5 [15],https://www.worldsteel.org/steel-by-topic/life-cycle-thinking/lca-lciform.html,,
4ld02f,4788424634.102.1,,,,,,,,,,Canadian Wood Council,,,,,"CAN, USA",,5.220000000000001,of the underlying LCA study was “the production of one cubic meter (1 m ) of softwood lumber,,,,,,,,,,,,,,,500,kg/m3,,,,,,,,,,,,Framing,,,,,4788424634.102.1,Industry Average,,PRé Consultants,UL Environment,,,"ISO 14025:2006, ISO 21930:2017, EN 15804, ISO 14040/44","Structural and Architectural Wood Products EPD Requirements, v1.0",& VERSION NUMBER TRACI v2.1 [3],& VERSION NUMBER Simapro v8.5 [15],https://www.worldsteel.org/steel-by-topic/life-cycle-thinking/lca-lciform.html,,
4lv9wd,4788424634.102.1,,,,,,,,,,Canadian Wood Council,,,,,"CAN, USA",,5.220000000000001,of the underlying LCA study was “the production of one cubic meter (1 m ) of softwood lumber,,,,,,,,,,,,,,,500,kg/m3,,,,,,,,,,,,Framing,,,,,4788424634.102.1,Industry Average,,PRé Consultants,UL Environment,,,"ISO 14025:2006, ISO 21930:2017, EN 15804, ISO 14040/44","Structural and Architectural Wood Products EPD Requirements, v1.0",& VERSION NUMBER TRACI v2.1 [3],& VERSION NUMBER Simapro v8.5 [15],https://www.worldsteel.org/steel-by-topic/life-cycle-thinking/lca-lciform.html,,
4scwf3,4788424634.102.1,,,,,,,,,,Canadian Wood Council,,,,,"CAN, USA",,5.220000000000001,of the underlying LCA study was “the production of one cubic meter (1 m ) of softwood lumber,,,,,,,,,,,,,,,500,kg/m3,,,,,,,,,,,,Framing,,,,,4788424634.102.1,Industry Average,,PRé Consultants,UL Environment,,,"ISO 14025:2006, ISO 21930:2017, EN 15804, ISO 14040/44","Structural and Architectural Wood Products EPD Requirements, v1.0",& VERSION NUMBER TRACI v2.1 [3],& VERSION NUMBER Simapro v8.5 [15],https://www.worldsteel.org/steel-by-topic/life-cycle-thinking/lca-lciform.html,,
8vkef3,4788424634.102.1,,,,,,,,,,Canadian Wood Council,,,,,"CAN, USA",,5.220000000000001,of the underlying LCA study was “the production of one cubic meter (1 m ) of softwood lumber,,,,,,,,,,,,,,,500,kg/m3,,,,,,,,,,,,Framing,,,,,4788424634.102.1,Industry Average,,PRé Consultants,UL Environment,,,"ISO 14025:2006, ISO 21930:2017, EN 15804, ISO 14040/44","Structural and Architectural Wood Products EPD Requirements, v1.0",& VERSION NUMBER TRACI v2.1 [3],& VERSION NUMBER Simapro v8.5 [15],https://www.worldsteel.org/steel-by-topic/life-cycle-thinking/lca-lciform.html,,
9219e5,4788424634.102.1,,,,,,,,,,Canadian Wood Council,,,,,"CAN, USA",,5.220000000000001,of the underlying LCA study was “the production of one cubic meter (1 m ) of softwood lumber,,,,,,,,,,,,,,,500,kg/m3,,,,,,,,,,,,Framing,,,,,4788424634.102.1,Industry Average,,PRé Consultants,UL Environment,,,"ISO 14025:2006, ISO 21930:2017, EN 15804, ISO 14040/44","Structural and Architectural Wood Products EPD Requirements, v1.0",& VERSION NUMBER TRACI v2.1 [3],& VERSION NUMBER Simapro v8.5 [15],https://www.worldsteel.org/steel-by-topic/life-cycle-thinking/lca-lciform.html,,
92d24d,4788424634.102.1,,,,,,,,,,Canadian Wood Council,,,,,"CAN, USA",,5.220000000000001,of the underlying LCA study was “the production of one cubic meter (1 m ) of softwood lumber,,,,,,,,,,,,,,,500,kg/m3,,,,,,,,,,,,Framing,,,,,4788424634.102.1,Industry Average,,PRé Consultants,UL Environment,,,"ISO 14025:2006, ISO 21930:2017, EN 15804, ISO 14040/44","Structural and Architectural Wood Products EPD Requirements, v1.0",& VERSION NUMBER TRACI v2.1 [3],& VERSION NUMBER Simapro v8.5 [15],https://www.worldsteel.org/steel-by-topic/life-cycle-thinking/lca-lciform.html,,
c309dk,4788424634.102.1,,,,,,,,,,Canadian Wood Council,,,,,"CAN, USA",,5.220000000000001,of the underlying LCA study was “the production of one cubic meter (1 m ) of softwood lumber,,,,,,,,,,,,,,,500,kg/m3,,,,,,,,,,,,Framing,,,,,4788424634.102.1,Industry Average,,PRé Consultants,UL Environment,,,"ISO 14025:2006, ISO 21930:2017, EN 15804, ISO 14040/44","Structural and Architectural Wood Products EPD Requirements, v1.0",& VERSION NUMBER TRACI v2.1 [3],& VERSION NUMBER Simapro v8.5 [15],https://www.worldsteel.org/steel-by-topic/life-cycle-thinking/lca-lciform.html,,
k2f2dm,4788424634.102.1,,,,,,,,,,Canadian Wood Council,,,,,"CAN, USA",,5.220000000000001,of the underlying LCA study was “the production of one cubic meter (1 m ) of softwood lumber,,,,,,,,,,,,,,,500,kg/m3,,,,,,,,,,,,Framing,,,,,4788424634.102.1,Industry Average,,PRé Consultants,UL Environment,,,"ISO 14025:2006, ISO 21930:2017, EN 15804, ISO 14040/44","Structural and Architectural Wood Products EPD Requirements, v1.0",& VERSION NUMBER TRACI v2.1 [3],& VERSION NUMBER Simapro v8.5 [15],https://www.worldsteel.org/steel-by-topic/life-cycle-thinking/lca-lciform.html,,
l2kgs9,4788424634.102.1,,,,,,,,,,Canadian Wood Council,,,,,"CAN, USA",,5.220000000000001,of the underlying LCA study was “the production of one cubic meter (1 m ) of softwood lumber,,,,,,,,,,,,,,,500,kg/m3,,,,,,,,,,,,Framing,,,,,4788424634.102.1,Industry Average,,PRé Consultants,UL Environment,,,"ISO 14025:2006, ISO 21930:2017, EN 15804, ISO 14040/44","Structural and Architectural Wood Products EPD Requirements, v1.0",& VERSION NUMBER TRACI v2.1 [3],& VERSION NUMBER Simapro v8.5 [15],https://www.worldsteel.org/steel-by-topic/life-cycle-thinking/lca-lciform.html,,
o3kwx9,4788424634.102.1,,,,,,,,,,Canadian Wood Council,,,,,"CAN, USA",,5.220000000000001,of the underlying LCA study was “the production of one cubic meter (1 m ) of softwood lumber,,,,,,,,,,,,,,,500,kg/m3,,,,,,,,,,,,Framing,,,,,4788424634.102.1,Industry Average,,PRé Consultants,UL Environment,,,"ISO 14025:2006, ISO 21930:2017, EN 15804, ISO 14040/44","Structural and Architectural Wood Products EPD Requirements, v1.0",& VERSION NUMBER TRACI v2.1 [3],& VERSION NUMBER Simapro v8.5 [15],https://www.worldsteel.org/steel-by-topic/life-cycle-thinking/lca-lciform.html,,
p2v3x5,4788424634.102.1,,,,,,,,,,Canadian Wood Council,,,,,"CAN, USA",,5.220000000000001,of the underlying LCA study was “the production of one cubic meter (1 m ) of softwood lumber,,,,,,,,,,,,,,,500,kg/m3,,,,,,,,,,,,Framing,,,,,4788424634.102.1,Industry Average,,PRé Consultants,UL Environment,,,"ISO 14025:2006, ISO 21930:2017, EN 15804, ISO 14040/44","Structural and Architectural Wood Products EPD Requirements, v1.0",& VERSION NUMBER TRACI v2.1 [3],& VERSION NUMBER Simapro v8.5 [15],https://www.worldsteel.org/steel-by-topic/life-cycle-thinking/lca-lciform.html,,
s029f2,4788424634.102.1,,,,,,,,,,Canadian Wood Council,,,,,"CAN, USA",,5.220000000000001,of the underlying LCA study was “the production of one cubic meter (1 m ) of softwood lumber,,,,,,,,,,,,,,,500,kg/m3,,,,,,,,,,,,Framing,,,,,4788424634.102.1,Industry Average,,PRé Consultants,UL Environment,,,"ISO 14025:2006, ISO 21930:2017, EN 15804, ISO 14040/44","Structural and Architectural Wood Products EPD Requirements, v1.0",& VERSION NUMBER TRACI v2.1 [3],& VERSION NUMBER Simapro v8.5 [15],https://www.worldsteel.org/steel-by-topic/life-cycle-thinking/lca-lciform.html,,
t2c9ss,4788424634.102.1,,,,,,,,,,Canadian Wood Council,,,,,"CAN, USA",,5.220000000000001,of the underlying LCA study was “the production of one cubic meter (1 m ) of softwood lumber,,,,,,,,,,,,,,,500,kg/m3,,,,,,,,,,,,Framing,,,,,4788424634.102.1,Industry Average,,PRé Consultants,UL Environment,,,"ISO 14025:2006, ISO 21930:2017, EN 15804, ISO 14040/44","Structural and Architectural Wood Products EPD Requirements, v1.0",& VERSION NUMBER TRACI v2.1 [3],& VERSION NUMBER Simapro v8.5 [15],https://www.worldsteel.org/steel-by-topic/life-cycle-thinking/lca-lciform.html,,
w93kcl,4788424634.102.1,,,,,,,,,,Canadian Wood Council,,,,,"CAN, USA",,5.220000000000001,of the underlying LCA study was “the production of one cubic meter (1 m ) of softwood lumber,,,,,,,,,,,,,,,500,kg/m3,,,,,,,,,,,,Framing,,,,,4788424634.102.1,Industry Average,,PRé Consultants,UL Environment,,,"ISO 14025:2006, ISO 21930:2017, EN 15804, ISO 14040/44","Structural and Architectural Wood Products EPD Requirements, v1.0",& VERSION NUMBER TRACI v2.1 [3],& VERSION NUMBER Simapro v8.5 [15],https://www.worldsteel.org/steel-by-topic/life-cycle-thinking/lca-lciform.html,,
x3fk2s,4788424634.102.1,,,,,,,,,,Canadian Wood Council,,,,,"CAN, USA",,5.220000000000001,of the underlying LCA study was “the production of one cubic meter (1 m ) of softwood lumber,,,,,,,,,,,,,,,500,kg/m3,,,,,,,,,,,,Framing,,,,,4788424634.102.1,Industry Average,,PRé Consultants,UL Environment,,,"ISO 14025:2006, ISO 21930:2017, EN 15804, ISO 14040/44","Structural and Architectural Wood Products EPD Requirements, v1.0",& VERSION NUMBER TRACI v2.1 [3],& VERSION NUMBER Simapro v8.5 [15],https://www.worldsteel.org/steel-by-topic/life-cycle-thinking/lca-lciform.html,,
61a79e,4788424634.103.1,,,,,,,,,,Canadian Wood Council,,,,,"CAN, USA",,5.220000000000001,of the underlying LCA study was “the production of one cubic meter (1 m ) of softwood plywood,,,,,,,,,,,,,,,500,kg/m3,,,,,,,,,,,,Plywood,,,,,4788424634.103.1,Industry Average,,PRé Consultants,UL Environment,,,"ISO 14025:2006, ISO 21930:2017, EN 15804, ISO 14040/44","Structural and Architectural Wood Products EPD Requirements, v1.0",& VERSION NUMBER TRACI v2.1 [5],& VERSION NUMBER Simapro v8.5 [15],https://www.worldsteel.org/steel-by-topic/l ife-cycle-thinking/lca-lciform.html,,
c41283,4788424634.103.1,,,,,,,,,,Canadian Wood Council,,,,,"CAN, USA",,5.220000000000001,of the underlying LCA study was “the production of one cubic meter (1 m ) of softwood plywood,,,,,,,,,,,,,,,500,kg/m3,,,,,,,,,,,,Plywood,,,,,4788424634.103.1,Industry Average,,PRé Consultants,UL Environment,,,"ISO 14025:2006, ISO 21930:2017, EN 15804, ISO 14040/44","Structural and Architectural Wood Products EPD Requirements, v1.0",& VERSION NUMBER TRACI v2.1 [5],& VERSION NUMBER Simapro v8.5 [15],https://www.worldsteel.org/steel-by-topic/l ife-cycle-thinking/lca-lciform.html,,
